query	address.country_code	un_region	un_subregion	hand_edited	Freq	query_date	place_id	osm_type	display_name	class	type	importance	address.country	reviewed
monju	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	164574010	way	ã‚‚ã‚“ã<81>˜ã‚…, å®®æ´¥é¤Šçˆ¶ç·š, å­—æ<9d>‰æœ«, å®®æ´¥å¸‚, äº¬éƒ½åºœ, 626-0001, æ—¥æœ¬	building	transportation	0.322405775434826	æ—¥æœ¬	FALSE
nara	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	258244510	relation	å¥ˆè‰¯çœŒ, æ—¥æœ¬	boundary	administrative	0.611235608420169	æ—¥æœ¬	FALSE
national aerospace laboratory	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	788177	node	èˆªç©ºå®‡å®™æŠ€è¡“ç ”ç©¶æ‰€, ä¸‰é·¹é€šã‚Š æ­¦è”µé‡Žèª¿å¸ƒç·š, èª¿å¸ƒå¸‚, æ<9d>±äº¬éƒ½, 181-8555, æ—¥æœ¬	highway	traffic_signals	0.001	æ—¥æœ¬	FALSE
national cerebral and cardiovascular center	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	196010585	way	å›½ç«‹å¾ªç’°å™¨ç—…ç ”ç©¶ã‚»ãƒ³ã‚¿ãƒ¼, 1, è±Šä¸­å²¸éƒ¨ç·š, å²¸éƒ¨æ–°ç”º, å<90>¹ç”°å¸‚, å¤§é˜ªåºœ, 564-8565, æ—¥æœ¬	amenity	hospital	0.001	æ—¥æœ¬	FALSE
national council for science and technology	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	14641777	node	ç·<8f>å<90>ˆç§‘å­¦æŠ€è¡“ä¼šè­°, å…­æœ¬æœ¨é€šã‚Š, éœžãƒ¶é–¢3, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	building	public	0.001	æ—¥æœ¬	FALSE
national institute for environmental studies	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	118729145	way	å›½ç«‹ç’°å¢ƒç ”ç©¶æ‰€, å­¦åœ’è¥¿å¤§é€šã‚Š, ã<81>¤ã<81><8f>ã<81>°å¸‚, èŒ¨åŸŽçœŒ, 305-0053, æ—¥æœ¬	amenity	research_institute	0.385200970199076	æ—¥æœ¬	FALSE
national institute for materials science	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	118354285	way	ç‰©è³ªãƒ»æ<9d><90>æ–™ç ”ç©¶æ©Ÿæ§‹, 1, ã<81>¤ã<81><8f>ã<81>°å…¬åœ’é€šã‚Š, ã<81>¤ã<81><8f>ã<81>°å¸‚, èŒ¨åŸŽçœŒ, 305-0047, æ—¥æœ¬	office	research	0.367391061753173	æ—¥æœ¬	FALSE
national institute for materials science in tsukuba	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	118354285	way	ç‰©è³ªãƒ»æ<9d><90>æ–™ç ”ç©¶æ©Ÿæ§‹, 1, ã<81>¤ã<81><8f>ã<81>°å…¬åœ’é€šã‚Š, ã<81>¤ã<81><8f>ã<81>°å¸‚, èŒ¨åŸŽçœŒ, 305-0047, æ—¥æœ¬	office	research	0.367391061753173	æ—¥æœ¬	FALSE
national science and technology library	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	130023176	way	ç<90>†ç³»å›³æ›¸é¤¨, ä¹<9d>å¤§ã‚²ãƒ¼ãƒˆãƒ–ãƒªãƒƒã‚¸, è¥¿åŒº, ç¦<8f>å²¡å¸‚, ç¦<8f>å²¡çœŒ, 819âˆ’0395, æ—¥æœ¬	amenity	library	0.001	æ—¥æœ¬	FALSE
nature astronomy	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	183168113	way	ã<81>¡ã<81>¯ã‚„æ˜Ÿã<81>¨è‡ªç„¶ã<81>®ãƒŸãƒ¥ãƒ¼ã‚¸ã‚¢ãƒ , é‡‘å‰›å±±é<81>Šæ­©é<81>“, å<8d>ƒæ—©èµ¤é˜ªæ<9d>‘, å<8d>—æ²³å†…éƒ¡, å¤§é˜ªåºœ, 5850051, æ—¥æœ¬	tourism	museum	0.001	æ—¥æœ¬	FALSE
nect	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	79692993	node	salon Lie-nect, ä¸Šå°¾ç™½å²¡ç·š, ä¼Šå¥ˆç”º, åŒ—è¶³ç«‹éƒ¡, åŸ¼çŽ‰çœŒ, 362-0806, æ—¥æœ¬	shop	hairdresser	0.101	æ—¥æœ¬	FALSE
nihon	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	258446007	relation	æ—¥æœ¬	boundary	administrative	0.871013326546246	æ—¥æœ¬	FALSE
npc	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	216467228	way	NPC, æ<9d>±æ<9d>¾å±±å<81>œè»Šå ´ç·š, ç®­å¼“ç”º1, æ<9d>±æ<9d>¾å±±å¸‚, åŸ¼çŽ‰çœŒ, 355-0014, æ—¥æœ¬	amenity	parking	0.101	æ—¥æœ¬	FALSE
nuclear regulation authority	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	51874808	node	åŽŸå­<90>åŠ›è¦<8f>åˆ¶å§”å“¡ä¼š, 9, å¾¡çµ„å<9d>‚, å…­æœ¬æœ¨ä¸€ä¸<81>ç›®, å…­æœ¬æœ¨, éº»å¸ƒ, æ¸¯åŒº, æ<9d>±äº¬éƒ½, 106-8487, æ—¥æœ¬	office	government	0.001	æ—¥æœ¬	FALSE
nuclear safety commission	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	14941318	node	åŽŸå­<90>åŠ›å®‰å…¨å§”å“¡ä¼š, ä¸‰å¹´å<9d>‚, éœžãƒ¶é–¢3, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	building	public	0.001	æ—¥æœ¬	FALSE
obama white house	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	258672713	relation	å°<8f>æµœå¸‚, ç¦<8f>äº•çœŒ, æ—¥æœ¬	boundary	administrative	0.449107677186954	æ—¥æœ¬	FALSE
oita university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	120859745	way	å¤§åˆ†å¤§å­¦æ—¦é‡ŽåŽŸã‚­ãƒ£ãƒ³ãƒ‘ã‚¹, å›½é<81>“10å<8f>·, å¤§åˆ†å¸‚, å¤§åˆ†çœŒ, 870-0854, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	FALSE
osaka city university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	22182825	node	å¸‚ç«‹å¤§å­¦å‰<8d>, Mediacenter, ä½<8f>å<90>‰åŒº, å¤§é˜ªå¸‚, å¤§é˜ªåºœ, 558-0022, æ—¥æœ¬	highway	bus_stop	0.001	æ—¥æœ¬	FALSE
red cross hospital	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	45442138	node	èµ¤å<8d><81>å­—ç—…é™¢å‰<8d>, æ<9d>¾å±±å¸‚é<81>“ é®’å±‹ç”ºè­·å›½ç¥žç¤¾å‰<8d>ç·š, å¹³å’Œé€šä¸€ä¸<81>ç›®, è¥¿ä¸€ä¸‡ç”º, æ<9d>¾å±±å¸‚, æ„›åª›çœŒ, 790-0825, æ—¥æœ¬	railway	tram_stop	0.267719150556049	æ—¥æœ¬	FALSE
riken brain institute	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	151778643	way	è„³ç§‘å­¦ç·<8f>å<90>ˆç ”ç©¶ã‚»ãƒ³ã‚¿ãƒ¼ æ<9d>±æ£Ÿ, æ–°åº§ãƒ<90>ã‚¤ãƒ‘ã‚¹, å’Œå…‰å¸‚, åŸ¼çŽ‰çœŒ, 351-0106, æ—¥æœ¬	building	yes	0.001	æ—¥æœ¬	FALSE
saitama university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	139990167	way	åŸ¼çŽ‰å¤§å­¦, ã<81>•ã<81>„ã<81>Ÿã<81>¾é´»å·£ç·š, æ¡œåŒº, ã<81>•ã<81>„ã<81>Ÿã<81>¾å¸‚, åŸ¼çŽ‰çœŒ, 338-0835, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	FALSE
sakurada	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	123818427	way	æ¡œç”°é–€, å†…å €é€šã‚Š, éœžãƒ¶é–¢1, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	historic	city_gate	0.29350420583069	æ—¥æœ¬	FALSE
sapporo medical university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	129721276	way	æœ­å¹ŒåŒ»ç§‘å¤§å­¦, ç¦<8f>ä½<8f>æ¡‘åœ’é€š, å<8d>—1æ<9d>¡è¥¿9, ä¸­å¤®åŒº, æœ­å¹Œå¸‚, çŸ³ç‹©æŒ¯èˆˆå±€, åŒ—æµ·é<81>“, 060-8556, æ—¥æœ¬	amenity	university	0.406681943714513	æ—¥æœ¬	FALSE
sdo	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	108898337	way	ä½<90>æ¸¡ç©ºæ¸¯, ä¸¡æ´¥åºƒåŸŸè¾²é<81>“, ç§‹æ´¥, ä½<90>æ¸¡å¸‚, æ–°æ½ŸçœŒ, 952-0006, æ—¥æœ¬	aeroway	aerodrome	0.40710035943812	æ—¥æœ¬	FALSE
shen neng	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	83114350	node	ç¥žèƒ½,è¼ªæ¥­, æ—¥é«˜å·<9d>å³¶ç·š, å<9d>‚æˆ¸å¸‚, åŸ¼çŽ‰çœŒ, 350-2222, æ—¥æœ¬	shop	bicycle	0.001	æ—¥æœ¬	FALSE
shinshu university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	58242149	node	Shinshu University, å›½é<81>“292å<8f>·, å¹³ç©<8f>, å±±ãƒŽå†…ç”º, ä¸‹é«˜äº•éƒ¡, é•·é‡ŽçœŒ, 381-0401, æ—¥æœ¬	highway	bus_stop	0.201	æ—¥æœ¬	FALSE
tamagawa	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	258585111	relation	å¤šæ‘©å·<9d>, ç¥žå¥ˆå·<9d>çœŒ, 198-0212, æ—¥æœ¬	waterway	river	0.450854461294197	æ—¥æœ¬	FALSE
tokai university in hiratsuka	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	104165416	way	æ<9d>±æµ·å¤§å­¦ æ¹˜å<8d>—ã‚­ãƒ£ãƒ³ãƒ‘ã‚¹, 1, åŒ—é–€é€šã‚Š, å¹³å¡šå¸‚, ç¥žå¥ˆå·<9d>çœŒ, 259-1292, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	FALSE
tokushima university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	37840846	node	å¤§å­¦å‰<8d>, å<90>‰é‡Žå·<9d>ãƒ<90>ã‚¤ãƒ‘ã‚¹, å¾³å³¶å¸‚, å¾³å³¶çœŒ, 770-8571, æ—¥æœ¬	highway	bus_stop	0.001	æ—¥æœ¬	FALSE
tokyo electric power company	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	121819030	way	æ<9d>±äº¬é›»åŠ›æ¸‹è°·æ”¯ç¤¾, ãƒ•ã‚¡ã‚¤ã‚¢ãƒ¼é€šã‚Š, ç¥žå<8d>—ä¸€ä¸<81>ç›®, æ¸‹è°·åŒº, æ<9d>±äº¬éƒ½, 150-8334, æ—¥æœ¬	building	yes	0.001	æ—¥æœ¬	FALSE
tokyo metropolitan assembly	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	940456	node	è­°äº‹å ‚å<8d>—, å<8d>—é€šã‚Š, è¥¿æ–°å®¿äºŒä¸<81>ç›®, æ–°å®¿åŒº, æ<9d>±äº¬éƒ½, 163-8001, æ—¥æœ¬	highway	traffic_signals	0.001	æ—¥æœ¬	FALSE
tokyo university of agriculture	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	104451530	way	æ<9d>±äº¬è¾²æ¥­å¤§å­¦, å<8d>ƒæ­³é€šã‚Š, çµŒå ‚4, èˆ¹æ©‹, ä¸–ç”°è°·åŒº, æ<9d>±äº¬éƒ½, 156-0054, æ—¥æœ¬	amenity	university	0.476564468003337	æ—¥æœ¬	FALSE
tokyo university of agriculture and technology	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	129699576	way	æ<9d>±äº¬è¾²å·¥å¤§å­¦, ä¸‹å±±è°·é€šã‚Š, ä¸­ç”º, å°<8f>é‡‘äº•å¸‚, æ<9d>±äº¬éƒ½, 184-0012, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	FALSE
toyohashi university of technology	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	108255102	way	è±Šæ©‹æŠ€è¡“ç§‘å­¦å¤§å­¦, å°<8f>æ<9d>¾åŽŸå°<8f>æ± ç·š, å¤©ä¼¯ç”º, è±Šæ©‹å¸‚, æ„›çŸ¥çœŒ, 441-8115, æ—¥æœ¬	amenity	university	0.411679724670082	æ—¥æœ¬	FALSE
trade and innovation	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	65049975	node	Trade Next Standard Innovation, é»’ç”°åº„å¤šäº•ç”°ç·š, æ<9d>¿æ³¢ç”º, è¥¿è„‡å¸‚, å…µåº«çœŒ, æ—¥æœ¬	shop	car	0.301	æ—¥æœ¬	FALSE
university museum of the university of tokyo	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	122005976	way	æ<9d>±äº¬å¤§å­¦ç·<8f>å<90>ˆç ”ç©¶å<8d>šç‰©é¤¨, æ­£èµ¤é€šã‚Š, æœ¬éƒ·äº”ä¸<81>ç›®, æ–‡äº¬åŒº, æ<9d>±äº¬éƒ½, 113-0033, æ—¥æœ¬	tourism	museum	0.323710213530857	æ—¥æœ¬	FALSE
university of hokkaido	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	128417717	way	åŒ—æµ·é<81>“å¤§å­¦, ç’°çŠ¶é€š, åŒ—14æ<9d>¡æ<9d>±7, æ<9d>±åŒº, æœ­å¹Œå¸‚, çŸ³ç‹©æŒ¯èˆˆå±€, åŒ—æµ·é<81>“, 060-0808, æ—¥æœ¬	amenity	university	0.525438377157725	æ—¥æœ¬	FALSE
university of kyoto	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	128750307	way	äº¬éƒ½å¤§å­¦ åŒ—éƒ¨æ§‹å†…, å¿—è³€è¶Šé<81>“, åŒ—ç™½å·<9d>ä¹…ä¿<9d>ç”°ç”º, å·¦äº¬åŒº, äº¬éƒ½å¸‚, äº¬éƒ½åºœ, 606-8276, æ—¥æœ¬	amenity	university	0.57959701929309	æ—¥æœ¬	FALSE
university of the ryukyus	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	107343763	way	ç<90>‰ç<90>ƒå¤§å­¦, å®œé‡Žæ¹¾è¥¿åŽŸç·š, å†…é–“, è¥¿åŽŸç”º, ä¸­é ­éƒ¡, æ²–ç¸„çœŒ, 903-0121, æ—¥æœ¬	amenity	university	0.468090947740774	æ—¥æœ¬	FALSE
university of yamanashi	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	158492717	way	å¸<9d>äº¬ç§‘å­¦å¤§å­¦æ<9d>±äº¬è¥¿ã‚­ãƒ£ãƒ³ãƒ‘ã‚¹, ä¸­å¤®è‡ªå‹•è»Šé<81>“, ä¸Šé‡ŽåŽŸå¸‚, å±±æ¢¨çœŒ, æ—¥æœ¬	amenity	university	0.428807256594898	æ—¥æœ¬	FALSE
wakayama university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	127282447	way	å’Œæ­Œå±±å¤§å­¦, ï¼‘ã‚­ãƒ­å<9d>‚, æ „è°·, å’Œæ­Œå±±å¸‚, å’Œæ­Œå±±çœŒ, 640-8511, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	FALSE
waseda university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	194562447	way	æ—©ç¨²ç”°å¤§å­¦ åŒ—ä¹<9d>å·žã‚­ãƒ£ãƒ³ãƒ‘ã‚¹, 2-2, æœ‰æ¯›å¼•é‡Žç·š, è‹¥æ<9d>¾åŒº, åŒ—ä¹<9d>å·žå¸‚, ç¦<8f>å²¡çœŒ, 808-0135, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	FALSE
xfel	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	103594598	way	XFEL, ä¸Šéƒ¡æœ«åºƒç·š, å…‰éƒ½äºŒä¸<81>ç›®, éž<8d>å±…, ä¸Šéƒ¡ç”º, èµ¤ç©‚éƒ¡, å…µåº«çœŒ, æ—¥æœ¬	building	yes	0.101	æ—¥æœ¬	FALSE
xiap	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	132243075	way	åœ°ä¸‹På…¥è·¯, ç ‚å±±ç”º, ä¸­åŒº, æµœæ<9d>¾å¸‚, é<9d>™å²¡çœŒ, 430-0926, æ—¥æœ¬	highway	service	0.075	æ—¥æœ¬	FALSE
yokohama city university	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	110892089	way	æ¨ªæµœå¸‚ç«‹å¤§å­¦, æ<9d>±è¥¿è‡ªç”±é€šè·¯ è¥¿å<81>´éšŽæ®µ, æŸ³ç”º, é‡‘æ²¢åŒº, æ¨ªæµœå¸‚, ç¥žå¥ˆå·<9d>çœŒ, 231-0017, æ—¥æœ¬	amenity	university	0.443549060892257	æ—¥æœ¬	FALSE
yuan	jp	Asia	Eastern Asia	FALSE	1	2021-02-03	297445876	node	åŽŸ, åŽŸå<81>œè»Šå ´ç·š, æ²¼æ´¥å¸‚, é<9d>™å²¡çœŒ, 410-0312, æ—¥æœ¬	railway	station	0.364463378933884	æ—¥æœ¬	FALSE
ama	jo	Asia	Western Asia	FALSE	1	2021-02-03	16241175	node	Ø¹Ù…Ø§Ù†, 2062, Ø§Ù„Ø£Ø±Ø¯Ù†	place	city	0.610035786199553	Ø§Ù„Ø£Ø±Ø¯Ù†	FALSE
four seasons hotel	jo	Asia	Western Asia	FALSE	1	2021-02-03	138307414	way	Four Seasons Hotel, Ø´Ø§Ø±Ø¹ Ø§Ù„Ø¨ØµØ±Ø©, Ø§Ù… Ø§Ø°ÙŠÙ†Ø© Ø§Ù„Ø´Ø±Ù‚ÙŠ, Ø¹Ù…Ø§Ù†, 11195, Ø§Ù„Ø£Ø±Ø¯Ù†	tourism	hotel	0.750443028528829	Ø§Ù„Ø£Ø±Ø¯Ù†	FALSE
jordan university of science and technology	jo	Asia	Western Asia	FALSE	1	2021-02-03	148655079	way	Jordan University of Science and Technology, Betra St, Ø¥Ø±Ø¨Ø¯â€Ž, Ø¥Ø±Ø¨Ø¯, Ø§Ù„Ø£Ø±Ø¯Ù†	amenity	university	0.601	Ø§Ù„Ø£Ø±Ø¯Ù†	FALSE
wadi rum	jo	Asia	Western Asia	FALSE	1	2021-02-03	149386364	way	ÙˆØ§Ø¯ÙŠ Ø±Ù…, Ø§Ù„Ø¹Ù‚Ø¨Ø©, Ø§Ù„Ø£Ø±Ø¯Ù†	natural	desert	0.408010995739962	Ø§Ù„Ø£Ø±Ø¯Ù†	FALSE
maytals	jm	Americas	Caribbean	FALSE	1	2021-02-03	139033445	way	Maytals Crescent, Cooreville Gardens, Saint Andrew, Surrey County, 20, Jamaica	highway	residential	0.2	Jamaica	FALSE
durrell wildlife conservation trust	je	Europe	Northern Europe	FALSE	1	2021-02-03	129612064	way	Jersey Zoo, La Profonde Rue, Trinity, JE3 5BP, Jersey	tourism	zoo	0.30922699466609	Jersey	FALSE
abr	it	Europe	Southern Europe	FALSE	1	2021-02-03	258290208	relation	Abruzzo, Italia	boundary	administrative	0.755885514368911	Italia	FALSE
adria	it	Europe	Southern Europe	FALSE	1	2021-02-03	257700491	relation	Adria, Rovigo, Veneto, 45011, Italia	boundary	administrative	0.58739021265696	Italia	FALSE
aetna	it	Europe	Southern Europe	FALSE	1	2021-02-03	241820	node	Etna, Maletto, Catania, Sicilia, Italia	natural	volcano	0.547928846167033	Italia	FALSE
allea	it	Europe	Southern Europe	FALSE	1	2021-02-03	224399555	way	Largo Luigi Sante Colonna, Sacro Cuore, Novara, Piemonte, 28100, Italia	highway	tertiary	0.1	Italia	FALSE
ari	it	Europe	Southern Europe	FALSE	1	2021-02-03	257982588	relation	Ari, Chieti, Abruzzo, Italia	boundary	administrative	0.588735462120359	Italia	FALSE
asce	it	Europe	Southern Europe	FALSE	1	2021-02-03	50299980	node	Sc'Ã©, Dalico, Chiuro, ComunitÃ  Montana della Valtellina di Sondrio, Sondrio, Lombardia, 23026, Italia	place	locality	0.125	Italia	FALSE
aurora cannabis	it	Europe	Southern Europe	FALSE	1	2021-02-03	299833705	way	Cannabis, Livorno, Toscana, 57128, Italia	highway	path	0.175	Italia	FALSE
baselga	it	Europe	Southern Europe	FALSE	1	2021-02-03	257765077	relation	Baselga di PinÃ©, ComunitÃ  Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/SÃ¼dtirol, 38042, Italia	boundary	administrative	0.610764750724671	Italia	FALSE
cal	it	Europe	Southern Europe	FALSE	1	2021-02-03	258205142	relation	Calabria, Italia	boundary	administrative	0.767103527755831	Italia	FALSE
candiolo cancer institute	it	Europe	Southern Europe	FALSE	1	2021-02-03	100915781	way	Istituto per la Ricerca e la Cura del Cancro Candiolo (IRCCS), SP142, Candiolo, Torino, Piemonte, Italia	amenity	hospital	0.101	Italia	FALSE
casa sollievo	it	Europe	Southern Europe	FALSE	1	2021-02-03	73520663	node	Casa Sollievo, Due Torri 3 Perpendicolare, Due Torri, Fiumarella, Milazzo, Messina, Sicilia, 98057, Italia	amenity	social_facility	0.201	Italia	FALSE
ceres	it	Europe	Southern Europe	FALSE	1	2021-02-03	257753212	relation	Ceres, Unione Montana di Comuni delle Valli di Lanzo, Ceronda e Casternone, Torino, Piemonte, Italia	boundary	administrative	0.633997464448559	Italia	FALSE
ceva	it	Europe	Southern Europe	FALSE	1	2021-02-03	257748591	relation	Ceva, Cuneo, Piemonte, 12073, Italia	boundary	administrative	0.645044323052155	Italia	FALSE
civil protection	it	Europe	Southern Europe	FALSE	1	2021-02-03	7407617	node	Sede Protezione Civile, 4, Via delle Gambarare, San Tommaso, Soleschiano, Vermegliano, Ronchi dei Legionari, UTI Carso Isonzo Adriatico / MTU Kras SoÄ<8d>a Jadran, Friuli Venezia Giulia, 34077, Italia	building	public	0.101	Italia	FALSE
cmv	it	Europe	Southern Europe	FALSE	1	2021-02-03	129267416	way	CMV, Via Baldassarre Malamini, Zona Industriale Cento 2000, Cento, Unione Alto Ferrarese, Ferrara, Emilia-Romagna, 44042, Italia	building	yes	0.101	Italia	FALSE
consert	it	Europe	Southern Europe	FALSE	1	2021-02-03	217849481	way	ConserT srl, Cavaione, Truccazzano, Milano, Lombardia, Italia	landuse	industrial	0.3	Italia	FALSE
continental africa	it	Europe	Southern Europe	FALSE	1	2021-02-03	59058346	node	Africa, Monteveglio Alto, Monteveglio, Valsamoggia, Unione dei comuni Valli del Reno, Lavino e Samoggia, Bologna, Emilia-Romagna, 40053, Italia	place	locality	0.225	Italia	FALSE
cornare	it	Europe	Southern Europe	FALSE	1	2021-02-03	15654248	node	CornarÃ¨, MansuÃ¨, Treviso, Veneto, 31018, Italia	place	hamlet	0.25	Italia	FALSE
cosac	it	Europe	Southern Europe	FALSE	1	2021-02-03	179535513	way	Vicolo Cosac, Carvacco, Vendoglio, Treppo Grande, UTI Collinare, Friuli Venezia Giulia, Italia	highway	residential	0.2	Italia	FALSE
cossa	it	Europe	Southern Europe	FALSE	1	2021-02-03	13413104	node	Cossa, Via Vittorio Asinari di Bernezzo, Parella, Circoscrizione 4, Torino, Piemonte, 10146, Italia	highway	bus_stop	0.101	Italia	FALSE
cs	it	Europe	Southern Europe	FALSE	1	2021-02-03	257689055	relation	Cosenza, Calabria, Italia	boundary	administrative	0.62816937725518	Italia	FALSE
cta	it	Europe	Southern Europe	FALSE	1	2021-02-03	103730268	way	Aeroporto di Catania Fontanarossa, Via Filippo Eredia, Villaggio Santa Maria Goretti, San Giorgio-Librino-San Giuseppe la Rena-Zia Lisa-Villaggio Sant'Agata, Catania, Sicilia, 95121, Italia	aeroway	aerodrome	0.452592978117187	Italia	FALSE
di ferranti	it	Europe	Southern Europe	FALSE	1	2021-02-03	14645919	node	Ferranti, Strada Provinciale 502 di Cingoli, Savignano, Caccamo, Serrapetrona, Macerata, Marche, Italia	tourism	hotel	0.201	Italia	FALSE
di maio	it	Europe	Southern Europe	FALSE	1	2021-02-03	61053488	node	Di Maio, Piazza Noce, Uditore, V Circoscrizione, Palermo, Sicilia, 90135, Italia	shop	bakery	0.201	Italia	FALSE
eia	it	Europe	Southern Europe	FALSE	1	2021-02-03	3653571	node	Eia, Golese, Parma, Emilia-Romagna, 43126, Italia	place	hamlet	0.526719844716193	Italia	FALSE
etna	it	Europe	Southern Europe	FALSE	1	2021-02-03	241820	node	Etna, Maletto, Catania, Sicilia, Italia	natural	volcano	0.647928846167033	Italia	FALSE
famiglia cristiana	it	Europe	Southern Europe	FALSE	1	2021-02-03	119137909	way	Via Famiglia Cristiana, Sicomo, Mazara del Vallo, Trapani, Sicilia, 91026, Italia	highway	residential	0.3	Italia	FALSE
fera	it	Europe	Southern Europe	FALSE	1	2021-02-03	12359963	node	Il FerÃ , Cuneo, Piemonte, Italia	natural	peak	0.3	Italia	FALSE
fgf	it	Europe	Southern Europe	FALSE	1	2021-02-03	15408539	node	FGF, 12, Piazza Insurrezione, Isola San Giacomo, Padova, Veneto, 35149, Italia	shop	clothes	0.101	Italia	FALSE
forza italia	it	Europe	Southern Europe	FALSE	1	2021-02-03	49634864	node	Forza Italia, 3, Via del Borgo Antico, Centro, Gallarate, Varese, Lombardia, 21013, Italia	office	political_party	0.201	Italia	FALSE
gavi	it	Europe	Southern Europe	FALSE	1	2021-02-03	258404642	relation	Gavi, Alessandria, Piemonte, 15066, Italia	boundary	administrative	0.626348589615649	Italia	FALSE
gsk vaccines	it	Europe	Southern Europe	FALSE	1	2021-02-03	259248267	relation	GSK Vaccines, Petriccio, Siena, Toscana, Italia	landuse	industrial	0.4	Italia	FALSE
huvepharma	it	Europe	Southern Europe	FALSE	1	2021-02-03	159437631	way	Huvepharma (ex Sanofi), Garessio, Cuneo, Piemonte, Italia	landuse	industrial	0.3	Italia	FALSE
ibl	it	Europe	Southern Europe	FALSE	1	2021-02-03	108832964	way	IBL, Cavallino, Coniolo, Alessandria, Piemonte, Italia	landuse	industrial	0.3	Italia	FALSE
ictp	it	Europe	Southern Europe	FALSE	1	2021-02-03	99444447	way	ICTP Galileo Guesthouse, 7, Via Beirut, Roiano-Gretta-Barcola-Cologna-Scorcola, Miramare / Miramar, Trieste, UTI Giuliana / Julijska MTU, Friuli Venezia Giulia, 34151, Italia	building	university	0.101	Italia	FALSE
imt	it	Europe	Southern Europe	FALSE	1	2021-02-03	258348177	relation	Campus IMT, 19, Piazza San Francesco, San Concordio, Lucca, Toscana, 55100, Italia	building	school	0.443892137025745	Italia	FALSE
inaf	it	Europe	Southern Europe	FALSE	1	2021-02-03	113942153	way	La Specola, 5, Vicolo dell'Osservatorio, San Giuseppe, Padova, Veneto, 35141, Italia	tourism	attraction	0.258218474293395	Italia	FALSE
ingv	it	Europe	Southern Europe	FALSE	1	2021-02-03	105415909	way	Istituto Nazionale di Geofisica e Vulcanologia, 605, Via di Vigna Murata, Quartiere XX Ardeatino, Roma, Roma Capitale, Lazio, 00143, Italia	amenity	research_institute	0.312795139465266	Italia	FALSE
