country	num_entries	total	doi	year	query_date
United States	1	1	doi:10.1186/gb-2006-7-1-r7	2006	2021-03-30
United States	1	1	doi:10.1186/1471-2164-7-328	2006	2021-03-30
United States	1	1	doi:10.1038/nature04938	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1744-859X-5-22	2006	2021-03-30
Germany	1	1	doi:10.1186/1742-9994-3-7	2006	2021-03-30
United States	1	1	doi:10.1186/1471-2202-7-82	2006	2021-03-30
NA	NA	1	doi:10.1038/news060828-2	2006	2021-03-30
Spain	1	1	doi:10.1186/1477-7525-4-72	2006	2021-03-30
United States	1	1	doi:10.1186/1477-7525-4-72	2006	2021-03-30
Japan	1	1	doi:10.1186/ar1916	2006	2021-03-30
Canada	1	1	doi:10.1038/nature04835	2006	2021-03-30
United States	1	1	doi:10.1038/nature04835	2006	2021-03-30
United States	1	1	doi:10.1186/1744-859X-5-S1-S27	2006	2021-03-30
India	1	1	doi:10.1007/s00704-006-0255-3	2006	2021-03-30
United States	1	1	doi:10.1007/s00704-006-0255-3	2006	2021-03-30
NA	NA	1	doi:10.1038/news060828-1	2006	2021-03-30
United States	1	1	doi:10.1186/1746-1340-14-12	2006	2021-03-30
United States	1	1	doi:10.1038/sj.onc.1209435	2006	2021-03-30
United States	1	1	doi:10.1186/1471-2458-6-265	2006	2021-03-30
Japan	1	1	doi:10.1186/1471-2482-6-2	2006	2021-03-30
NA	NA	1	doi:10.1038/444531a	2006	2021-03-30
Canada	1	1	doi:10.1186/1744-9081-2-4	2006	2021-03-30
Germany	1	1	doi:10.1186/1744-9081-2-4	2006	2021-03-30
Norway	1	1	doi:10.1186/1744-9081-2-4	2006	2021-03-30
Taiwan	1	1	doi:10.1186/1471-2164-7-131	2006	2021-03-30
China	1	1	doi:10.1186/1465-9921-7-101	2006	2021-03-30
United States	1	1	doi:10.1186/1465-9921-7-101	2006	2021-03-30
China	1	1	doi:10.1186/1471-2407-6-178	2006	2021-03-30
Sweden	1	1	doi:10.1186/1471-2407-6-178	2006	2021-03-30
United States	1	1	doi:10.1186/1471-2407-6-178	2006	2021-03-30
Germany	1	1	doi:10.1038/444551a	2006	2021-03-30
Denmark	1	1	doi:10.1007/s00125-006-0231-6	2006	2021-03-30
Greece	1	1	doi:10.1186/1744-859X-5-S1-S322	2006	2021-03-30
NA	NA	1	doi:10.1038/sj.bdj.4813677	2006	2021-03-30
Germany	1	1	doi:10.1007/s10344-006-0072-0	2006	2021-03-30
China	1	1	doi:10.1007/s00726-006-0380-4	2006	2021-03-30
Australia	1	1	doi:10.1007/s10750-006-0015-5	2006	2021-03-30
Spain	1	1	doi:10.1007/s00299-006-0149-y	2006	2021-03-30
United States	1	1	doi:10.1007/s10554-006-9133-4	2006	2021-03-30
Taiwan	1	1	doi:10.1186/1471-2105-7-232	2006	2021-03-30
Brazil	1	1	doi:10.1038/sj.bjc.6602944	2006	2021-03-30
Turkey	1	1	doi:10.1038/sj.bjc.6602944	2006	2021-03-30
Italy	1	1	doi:10.1186/1746-1596-1-25	2006	2021-03-30
Germany	1	1	doi:10.1038/sj.onc.1209429	2006	2021-03-30
United States	1	1	doi:10.1007/s10886-005-9014-7	2006	2021-03-30
Nigeria	1	1	doi:10.1557/PROC-0965-S12-06	2006	2021-03-30
United States	1	1	doi:10.1557/PROC-0965-S12-06	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1471-2369-7-7	2006	2021-03-30
United States	1	1	doi:10.1186/cc3991	2006	2021-03-30
Iran	1	1	doi:10.1186/1744-859X-5-S1-S169	2006	2021-03-30
United States	1	1	doi:10.1007/s11422-006-9019-8	2006	2021-03-30
Japan	1	1	doi:10.1557/PROC-980-0980-II05-49	2006	2021-03-30
United Kingdom	1	1	doi:10.1038/nature05051	2006	2021-03-30
France	1	1	doi:10.1186/cc5033	2006	2021-03-30
Australia	1	1	doi:10.1186/ar1898	2006	2021-03-30
United States	1	1	doi:10.1186/ar1898	2006	2021-03-30
Russia	1	1	doi:10.1186/1744-859X-5-S1-S179	2006	2021-03-30
Australia	1	1	doi:10.1038/sj.onc.1209724	2006	2021-03-30
United Kingdom	1	1	doi:10.1038/sj.onc.1209724	2006	2021-03-30
Switzerland	1	1	doi:10.1186/1471-2458-6-267	2006	2021-03-30
United States	1	1	doi:10.1186/1471-2121-7-33	2006	2021-03-30
United States	1	1	doi:10.1186/1471-2180-6-39	2006	2021-03-30
China	1	1	doi:10.1007/s11671-006-9008-6	2006	2021-03-30
Italy	1	1	doi:10.1007/s10957-006-9050-7	2006	2021-03-30
Spain	1	1	doi:10.1007/s00125-006-0472-4	2006	2021-03-30
United States	1	1	doi:10.1007/s00125-006-0472-4	2006	2021-03-30
Argentina	1	1	doi:10.1365/s10337-005-716-3	2006	2021-03-30
India	1	1	doi:10.1038/443395a	2006	2021-03-30
China	1	1	doi:10.1186/1471-2105-7-518	2006	2021-03-30
Kenya	1	1	doi:10.1186/1746-4269-2-54	2006	2021-03-30
United States	1	1	doi:10.1186/1746-4269-2-54	2006	2021-03-30
Germany	1	1	doi:10.1186/gb-2006-7-3-208	2006	2021-03-30
South Korea	1	1	doi:10.1007/s10278-006-1048-z	2006	2021-03-30
United States	1	1	doi:10.1186/1476-511X-5-23	2006	2021-03-30
Greece	1	1	doi:10.1186/1744-859X-5-S1-S37	2006	2021-03-30
NA	NA	1	doi:10.1038/442017a	2006	2021-03-30
Germany	1	1	doi:10.1186/1471-2407-6-28	2006	2021-03-30
Greece	1	1	doi:10.1186/1471-2172-7-20	2006	2021-03-30
NA	NA	1	doi:10.1038/442334a	2006	2021-03-30
Canada	1	1	doi:10.1007/s00428-006-0223-4	2006	2021-03-30
Denmark	1	1	doi:10.1007/s00428-006-0223-4	2006	2021-03-30
NA	NA	1	doi:10.1038/sj.bdj.4813214	2006	2021-03-30
Japan	1	1	doi:10.1186/1744-859X-5-S1-S248	2006	2021-03-30
Japan	1	1	doi:10.1557/PROC-980-0980-II05-50	2006	2021-03-30
NA	NA	1	doi:10.1038/news060925-14	2006	2021-03-30
NA	NA	1	doi:10.1038/nj7088-1241a	2006	2021-03-30
France	1	1	doi:10.1007/s00726-006-0388-9	2006	2021-03-30
Egypt	1	1	doi:10.1186/1471-2210-6-10	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1471-2210-6-10	2006	2021-03-30
Greece	1	1	doi:10.1186/1744-859X-5-S1-S107	2006	2021-03-30
NA	NA	1	doi:10.1038/sj.bdj.4814390	2006	2021-03-30
France	1	1	doi:10.1007/s10681-006-9139-y	2006	2021-03-30
Slovenia	1	1	doi:10.1007/s10681-006-9139-y	2006	2021-03-30
Spain	1	1	doi:10.1007/s10681-006-9139-y	2006	2021-03-30
Vanuatu	1	1	doi:10.1007/s10681-006-9139-y	2006	2021-03-30
NA	NA	1	doi:10.1038/444533b	2006	2021-03-30
France	1	1	doi:10.1186/1745-6150-1-21	2006	2021-03-30
Switzerland	1	1	doi:10.1186/1745-6150-1-21	2006	2021-03-30
France	1	1	doi:10.1038/sj.onc.1209939	2006	2021-03-30
United States	1	1	doi:10.1038/sj.onc.1209939	2006	2021-03-30
United States	1	1	doi:10.1007/s11625-006-0001-x	2006	2021-03-30
Thailand	1	1	doi:10.1065/lca2006.10.278	2006	2021-03-30
United States	1	1	doi:10.1007/s10863-006-9034-1	2006	2021-03-30
Turkey	1	1	doi:10.1186/1744-859X-5-S1-S102	2006	2021-03-30
United States	1	1	doi:10.1186/1744-859X-5-S1-S102	2006	2021-03-30
NA	NA	1	doi:10.1038/news060731-16	2006	2021-03-30
NA	NA	1	doi:10.1038/7119xiiia	2006	2021-03-30
Germany	1	1	doi:10.1007/s10543-006-0093-9	2006	2021-03-30
Sweden	1	1	doi:10.1007/s10543-006-0093-9	2006	2021-03-30
United Kingdom	1	1	doi:10.1007/s10543-006-0093-9	2006	2021-03-30
Italy	1	1	doi:10.1186/1477-7827-4-62	2006	2021-03-30
United States	1	1	doi:10.1038/nature04864	2006	2021-03-30
China	1	1	doi:10.1038/nature04892	2006	2021-03-30
Israel	1	1	doi:10.1038/nature04892	2006	2021-03-30
Italy	1	1	doi:10.1038/nature04892	2006	2021-03-30
United Kingdom	1	1	doi:10.1038/nature04892	2006	2021-03-30
United States	1	1	doi:10.1038/nature04892	2006	2021-03-30
Sweden	1	1	doi:10.1186/1751-0147-47-1	2006	2021-03-30
NA	NA	1	doi:10.1038/news060529-6	2006	2021-03-30
NA	NA	1	doi:10.1038/news060424-15	2006	2021-03-30
Germany	1	1	doi:10.1007/s00231-006-0175-x	2006	2021-03-30
Japan	1	1	doi:10.1007/s00231-006-0175-x	2006	2021-03-30
United States	1	1	doi:10.1186/1744-859X-5-S1-S51	2006	2021-03-30
United States	1	1	doi:10.1186/1742-4682-3-4	2006	2021-03-30
United Kingdom	1	1	doi:10.1038/nature05062	2006	2021-03-30
Belgium	1	1	doi:10.1038/sj.onc.1209935	2006	2021-03-30
United States	1	1	doi:10.1038/nature04857	2006	2021-03-30
China	1	1	doi:10.1007/s00340-006-2192-3	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1471-2369-7-14	2006	2021-03-30
United States	1	1	doi:10.1007/s00122-006-0254-x	2006	2021-03-30
Taiwan	1	1	doi:10.1007/s10898-006-9049-5	2006	2021-03-30
United States	1	1	doi:10.1007/s10109-006-0019-8	2006	2021-03-30
United Kingdom	1	1	doi:10.1007/s10561-006-9006-z	2006	2021-03-30
Japan	1	1	doi:10.1557/PROC-980-0980-II06-02	2006	2021-03-30
United States	1	1	doi:10.1186/1471-2148-6-8	2006	2021-03-30
NA	NA	1	doi:10.1038/news060731-2	2006	2021-03-30
United States	1	1	doi:10.1007/s00410-006-0093-4	2006	2021-03-30
Sweden	1	1	doi:10.1186/1744-859X-5-S1-S31	2006	2021-03-30
Denmark	1	1	doi:10.1007/s10549-006-9386-6	2006	2021-03-30
Germany	1	1	doi:10.1007/s10549-006-9386-6	2006	2021-03-30
Australia	1	1	doi:10.1186/1471-2474-7-60	2006	2021-03-30
United States	1	1	doi:10.1007/s10773-006-9201-5	2006	2021-03-30
China	1	1	doi:10.1186/1471-2105-7-404	2006	2021-03-30
Canada	1	1	doi:10.1007/s11027-006-9043-8	2006	2021-03-30
Indonesia	1	1	doi:10.1007/s11027-006-9043-8	2006	2021-03-30
Malaysia	1	1	doi:10.1007/s11027-006-9043-8	2006	2021-03-30
Australia	1	1	doi:10.1007/s10543-006-0092-x	2006	2021-03-30
United States	1	1	doi:10.1007/s10543-006-0092-x	2006	2021-03-30
Vietnam	1	1	doi:10.1007/s10543-006-0092-x	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1477-7525-4-58	2006	2021-03-30
United States	1	1	doi:10.1186/1477-7525-4-58	2006	2021-03-30
United States	1	1	doi:10.1007/s10237-006-0028-z	2006	2021-03-30
Italy	1	1	doi:10.1186/1471-2202-7-S1-S6	2006	2021-03-30
United States	1	1	doi:10.1186/ar1918	2006	2021-03-30
Mexico	1	1	doi:10.1007/s00422-006-0121-5	2006	2021-03-30
Spain	1	1	doi:10.1007/s00422-006-0121-5	2006	2021-03-30
United States	1	1	doi:10.1007/s00422-006-0121-5	2006	2021-03-30
United States	1	1	doi:10.1038/442033a	2006	2021-03-30
NA	NA	1	doi:10.1038/news060724-13	2006	2021-03-30
China	1	1	doi:10.1186/1471-2164-7-100	2006	2021-03-30
United States	1	1	doi:10.1186/1471-2164-7-100	2006	2021-03-30
Australia	1	1	doi:10.1186/1472-6963-6-95	2006	2021-03-30
Spain	1	1	doi:10.1186/cc4911	2006	2021-03-30
United States	1	1	doi:10.1186/1744-859X-5-S1-S53	2006	2021-03-30
France	1	1	doi:10.1038/nature05105	2006	2021-03-30
Portugal	1	1	doi:10.1038/nature05105	2006	2021-03-30
United States	1	1	doi:10.1038/nature05105	2006	2021-03-30
Japan	1	1	doi:10.1186/1476-4598-5-75	2006	2021-03-30
NA	NA	1	doi:10.1038/7088xvc	2006	2021-03-30
NA	NA	1	doi:10.1038/440586a	2006	2021-03-30
NA	NA	1	doi:10.1038/nj7084-709a	2006	2021-03-30
Greece	1	1	doi:10.1186/1744-859X-5-S1-S317	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1471-2490-6-27	2006	2021-03-30
Netherlands	1	1	doi:10.1007/s11019-006-9025-3	2006	2021-03-30
NA	NA	1	doi:10.1038/nj7098-106c	2006	2021-03-30
France	1	1	doi:10.1186/1471-2296-7-5	2006	2021-03-30
Israel	1	1	doi:10.1186/1471-2202-7-S1-S4	2006	2021-03-30
China	1	1	doi:10.1155/ADE/2006/82784	2006	2021-03-30
Croatia	1	1	doi:10.1007/s10722-006-9009-4	2006	2021-03-30
Germany	1	1	doi:10.1007/s10722-006-9009-4	2006	2021-03-30
NA	NA	1	doi:10.1038/sj.bdj.4813650	2006	2021-03-30
France	1	1	doi:10.1186/1471-2105-7-45	2006	2021-03-30
Greece	1	1	doi:10.1186/1744-859X-5-S1-S92	2006	2021-03-30
Greece	1	1	doi:10.1186/1744-859X-5-S1-S187	2006	2021-03-30
United States	1	1	doi:10.1186/1744-859X-5-S1-S187	2006	2021-03-30
Canada	1	1	doi:10.1186/1471-2202-7-28	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1472-6750-6-32	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1477-7800-3-12	2006	2021-03-30
NA	NA	1	doi:10.1038/7084xvb	2006	2021-03-30
United States	1	1	doi:10.1186/gb-2006-7-5-108	2006	2021-03-30
Canada	1	1	doi:10.1038/443399a	2006	2021-03-30
Denmark	1	1	doi:10.1038/sj.bjc.6602937	2006	2021-03-30
Canada	1	1	doi:10.1631/jzus.2006.B0411	2006	2021-03-30
China	1	1	doi:10.1038/sj.onc.1209535	2006	2021-03-30
United States	1	1	doi:10.1038/sj.onc.1209535	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1749-7922-1-24	2006	2021-03-30
Sweden	1	1	doi:10.1007/s10664-006-9001-9	2006	2021-03-30
Germany	1	1	doi:10.1186/bcr1541	2006	2021-03-30
United States	1	1	doi:10.1186/bcr1541	2006	2021-03-30
United States	1	1	doi:10.1186/1742-5581-3-9	2006	2021-03-30
United States	1	1	doi:10.1038/sj.onc.1209982	2006	2021-03-30
United States	1	1	doi:10.1186/1751-0473-1-8	2006	2021-03-30
Italy	1	1	doi:10.1186/1744-859X-5-S1-S206	2006	2021-03-30
United States	1	1	doi:10.1038/nature04919	2006	2021-03-30
Spain	1	1	doi:10.1007/s00216-006-0532-0	2006	2021-03-30
United Kingdom	1	1	doi:10.1038/nature04815	2006	2021-03-30
United States	1	1	doi:10.1038/nature04815	2006	2021-03-30
United States	1	1	doi:10.1186/gb-2006-7-7-323	2006	2021-03-30
Iran	1	1	doi:10.1007/s00580-006-0610-x	2006	2021-03-30
NA	NA	1	doi:10.1038/442330a	2006	2021-03-30
United States	1	1	doi:10.1038/nature05254	2006	2021-03-30
Belgium	1	1	doi:10.1155/ES/2006/16035	2006	2021-03-30
Serbia and Montenegro	1	1	doi:10.1155/ES/2006/16035	2006	2021-03-30
NA	NA	1	doi:10.1038/440620a	2006	2021-03-30
United States	1	1	doi:10.1186/1743-422X-3-74	2006	2021-03-30
United States	1	1	doi:10.1038/nature04930	2006	2021-03-30
Italy	1	1	doi:10.1186/1465-9921-7-54	2006	2021-03-30
United States	1	1	doi:10.1186/bcr1631	2006	2021-03-30
NA	NA	1	doi:10.1038/7110xiiib	2006	2021-03-30
Austria	1	1	doi:10.1038/nature05287	2006	2021-03-30
United States	1	1	doi:10.1038/nature05287	2006	2021-03-30
Greece	1	1	doi:10.1186/1744-859X-5-S1-S18	2006	2021-03-30
NA	NA	1	doi:10.1038/news061030-5	2006	2021-03-30
Italy	1	1	doi:10.1186/1477-7819-4-19	2006	2021-03-30
Iran	1	1	doi:10.1007/s10295-006-0135-y	2006	2021-03-30
NA	NA	1	doi:10.1038/442338a	2006	2021-03-30
Pakistan	1	1	doi:10.1186/1471-2261-6-18	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1471-2261-6-18	2006	2021-03-30
Germany	1	1	doi:10.1007/s00419-006-0033-9	2006	2021-03-30
United States	1	1	doi:10.1155/2007/62915	2006	2021-03-30
United Kingdom	1	1	doi:10.1186/1741-7015-4-13	2006	2021-03-30
Greece	1	1	doi:10.1186/1744-859X-5-S1-S272	2006	2021-03-30
NA	NA	1	doi:10.1038/447540a	2007	2021-03-30
United States	1	1	doi:10.1557/PROC-0991-C13-02	2007	2021-03-30
Brazil	1	1	doi:10.1007/s10008-007-0348-7	2007	2021-03-30
Spain	1	1	doi:10.1007/s10008-007-0348-7	2007	2021-03-30
India	1	1	doi:10.1186/1472-6882-7-34	2007	2021-03-30
United States	1	1	doi:10.1186/1472-6882-7-34	2007	2021-03-30
NA	NA	1	doi:10.1038/npre.2007.553.2	2007	2021-03-30
NA	NA	1	doi:10.1038/nature06089	2007	2021-03-30
Sweden	1	1	doi:10.1186/1471-2261-7-5	2007	2021-03-30
Japan	1	1	doi:10.1007/s00776-007-1137-y	2007	2021-03-30
China	1	1	doi:10.1038/sj.onc.1210156	2007	2021-03-30
France	1	1	doi:10.1038/sj.onc.1210156	2007	2021-03-30
Germany	1	1	doi:10.1038/sj.onc.1210156	2007	2021-03-30
United Kingdom	1	1	doi:10.1038/sj.onc.1210156	2007	2021-03-30
Japan	1	1	doi:10.1007/s00776-007-1124-3	2007	2021-03-30
NA	NA	1	doi:10.1038/nj7144-610a	2007	2021-03-30
Australia	1	1	doi:10.1186/1475-2891-6-34	2007	2021-03-30
United Kingdom	1	1	doi:10.1186/1475-2891-6-34	2007	2021-03-30
China	1	1	doi:10.1186/1471-213X-7-57	2007	2021-03-30
France	1	1	doi:10.1186/1467-4866-8-12	2007	2021-03-30
Germany	1	1	doi:10.1186/1753-4631-1-10	2007	2021-03-30
Italy	1	1	doi:10.1186/1746-4269-3-23	2007	2021-03-30
Japan	1	1	doi:10.1186/gb-2007-8-s1-s7	2007	2021-03-30
NA	NA	1	doi:10.1038/4471045b	2007	2021-03-30
NA	NA	1	doi:10.1038/4471056a	2007	2021-03-30
Russia	1	1	doi:10.1186/1472-6807-7-19	2007	2021-03-30
Japan	1	1	doi:10.1186/1471-5945-7-5	2007	2021-03-30
France	1	1	doi:10.1186/1471-2407-7-220	2007	2021-03-30
United States	1	1	doi:10.1186/1471-2407-7-220	2007	2021-03-30
NA	NA	1	doi:10.1038/news070528-4	2007	2021-03-30
India	1	1	doi:10.1186/1477-7819-5-137	2007	2021-03-30
United States	1	1	doi:10.1186/1743-7075-4-29	2007	2021-03-30
NA	NA	1	doi:10.1038/nature05892	2007	2021-03-30
Japan	1	1	doi:10.1007/s10620-007-9938-6	2007	2021-03-30
Canada	1	1	doi:10.1186/1471-2148-7-31	2007	2021-03-30
NA	NA	1	doi:10.1038/nature05881	2007	2021-03-30
United Kingdom	1	1	doi:10.1186/1471-2288-7-52	2007	2021-03-30
NA	NA	1	doi:10.1038/bdj.2007.366	2007	2021-03-30
Finland	1	1	doi:10.1186/gb-2007-8-2-r25	2007	2021-03-30
France	1	1	doi:10.1186/gb-2007-8-2-r25	2007	2021-03-30
United States	1	1	doi:10.1186/gb-2007-8-2-r25	2007	2021-03-30
Mexico	1	1	doi:10.1007/s00217-007-0617-9	2007	2021-03-30
United States	1	1	doi:10.1186/1471-2350-8-24	2007	2021-03-30
United Kingdom	1	1	doi:10.1186/1471-2377-7-5	2007	2021-03-30
Australia	1	1	doi:10.1007/s11239-007-0021-0	2007	2021-03-30
Norway	1	1	doi:10.1186/1471-5945-7-1	2007	2021-03-30
Sweden	1	1	doi:10.1186/1471-5945-7-1	2007	2021-03-30
Chile	1	1	doi:10.1007/s10519-007-9151-6	2007	2021-03-30
United Kingdom	1	1	doi:10.1007/s10519-007-9151-6	2007	2021-03-30
Germany	1	1	doi:10.1186/gb-2007-8-4-303	2007	2021-03-30
Italy	1	1	doi:10.1186/1471-2458-7-66	2007	2021-03-30
Israel	1	1	doi:10.1007/s10468-007-9079-9	2007	2021-03-30
NA	NA	1	doi:10.1038/447541b	2007	2021-03-30
NA	NA	1	doi:10.1038/450613a	2007	2021-03-30
NA	NA	1	doi:10.1038/nature05835	2007	2021-03-30
NA	NA	1	doi:10.1038/4471039b	2007	2021-03-30
United States	1	1	doi:10.1186/1471-2164-8-396	2007	2021-03-30
United States	1	1	doi:10.1186/1471-2105-8-469	2007	2021-03-30
Germany	1	1	doi:10.1186/1471-2105-8-320	2007	2021-03-30
NA	NA	1	doi:10.1038/stemcells.2007.80	2007	2021-03-30
Italy	1	1	doi:10.1038/nature05941	2007	2021-03-30
Australia	1	1	doi:10.1186/gb-2007-8-2-r24	2007	2021-03-30
United States	1	1	doi:10.1186/gb-2007-8-2-r24	2007	2021-03-30
Spain	1	1	doi:10.1186/1752-0509-1-10	2007	2021-03-30
Argentina	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
Australia	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
China	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
France	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
Germany	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
Greece	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
Italy	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
Japan	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
Netherlands	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
New Zealand	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
Philippines	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
Singapore	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
Taiwan	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
United States	1	1	doi:10.1007/s00534-006-1159-4	2007	2021-03-30
Netherlands	1	1	doi:10.1186/1471-2334-7-35	2007	2021-03-30
France	1	1	doi:10.1186/1471-2164-8-299	2007	2021-03-30
Netherlands	1	1	doi:10.1186/1471-2164-8-299	2007	2021-03-30
Spain	1	1	doi:10.1186/1471-2164-8-299	2007	2021-03-30
United States	1	1	doi:10.1186/1471-2164-8-299	2007	2021-03-30
Germany	1	1	doi:10.1155/2007/60723	2007	2021-03-30
Italy	1	1	doi:10.1155/2007/60723	2007	2021-03-30
NA	NA	1	doi:10.1038/450592a	2007	2021-03-30
China	1	1	doi:10.1186/1471-2156-8-82	2007	2021-03-30
Ireland	1	1	doi:10.1007/s11095-007-9501-3	2007	2021-03-30
United Kingdom	1	1	doi:10.1007/s11095-007-9501-3	2007	2021-03-30
Germany	1	1	doi:10.1007/s00392-007-0514-z	2007	2021-03-30
Germany	1	1	doi:10.1186/1472-6963-7-157	2007	2021-03-30
Germany	1	1	doi:10.1038/sj.onc.1210389	2007	2021-03-30
Italy	1	1	doi:10.1038/sj.onc.1210389	2007	2021-03-30
United States	1	1	doi:10.1038/sj.onc.1210389	2007	2021-03-30
NA	NA	1	doi:10.1038/news070129-9	2007	2021-03-30
Italy	1	1	doi:10.1186/1472-6963-7-137	2007	2021-03-30
Norway	1	1	doi:10.1186/1472-6963-7-137	2007	2021-03-30
Switzerland	1	1	doi:10.1186/1472-6963-7-137	2007	2021-03-30
United Kingdom	1	1	doi:10.1186/1472-6963-7-137	2007	2021-03-30
United States	1	1	doi:10.1186/1472-6963-7-137	2007	2021-03-30
NA	NA	1	doi:10.1038/bdj.2007.359	2007	2021-03-30
United States	1	1	doi:10.1007/s10021-006-9003-x	2007	2021-03-30
United States	1	1	doi:10.1007/s00339-006-3833-4	2007	2021-03-30
Italy	1	1	doi:10.1557/PROC-0991-C09-04	2007	2021-03-30
Japan	1	1	doi:10.1186/1471-2156-8-39	2007	2021-03-30
United States	1	1	doi:10.1186/1471-2156-8-39	2007	2021-03-30
Singapore	1	1	doi:10.1186/1471-2164-8-441	2007	2021-03-30
Indonesia	1	1	doi:10.1038/446974a	2007	2021-03-30
United States	1	1	doi:10.1557/PROC-0991-C06-03	2007	2021-03-30
NA	NA	1	doi:10.1038/nature06027	2007	2021-03-30
Australia	1	1	doi:10.1186/1741-7007-5-41	2007	2021-03-30
Canada	1	1	doi:10.1186/1741-7007-5-41	2007	2021-03-30
United Kingdom	1	1	doi:10.1007/s10058-007-0033-4	2007	2021-03-30
Germany	1	1	doi:10.1186/1471-2407-7-113	2007	2021-03-30
Australia	1	1	doi:10.1007/s11019-006-9043-1	2007	2021-03-30
United Kingdom	1	1	doi:10.1007/s10198-007-0058-1	2007	2021-03-30
United States	1	1	doi:10.1007/s10198-007-0058-1	2007	2021-03-30
United States	1	1	doi:10.1007/s10555-007-9091-x	2007	2021-03-30
Australia	1	1	doi:10.1186/1743-8462-4-14	2007	2021-03-30
Italy	1	1	doi:10.1186/1746-6148-3-13	2007	2021-03-30
Norway	1	1	doi:10.1186/1746-6148-3-13	2007	2021-03-30
Portugal	1	1	doi:10.1186/1746-6148-3-13	2007	2021-03-30
United Kingdom	1	1	doi:10.1186/1746-6148-3-13	2007	2021-03-30
Japan	1	1	doi:10.1186/1476-0711-6-13	2007	2021-03-30
China	1	1	doi:10.1186/1471-2407-7-22	2007	2021-03-30
United States	1	1	doi:10.1186/1471-2105-8-470	2007	2021-03-30
Japan	1	1	doi:10.1038/sj.bjc.6603565	2007	2021-03-30
NA	NA	1	doi:10.1038/447518a	2007	2021-03-30
NA	NA	1	doi:10.1038/bdj.2007.671	2007	2021-03-30
NA	NA	1	doi:10.1038/4471046a	2007	2021-03-30
NA	NA	1	doi:10.1038/ngeo.2007.59	2007	2021-03-30
Turkey	1	1	doi:10.1007/s00702-007-0670-3	2007	2021-03-30
United States	1	1	doi:10.1007/s00702-007-0670-3	2007	2021-03-30
United States	1	1	doi:10.1186/1471-2334-7-9	2007	2021-03-30
Canada	1	1	doi:10.1186/1471-2164-8-137	2007	2021-03-30
Germany	1	1	doi:10.1186/1471-2091-8-25	2007	2021-03-30
Canada	1	1	doi:10.1186/1471-2164-8-297	2007	2021-03-30
Canada	1	1	doi:10.1007/s10551-006-9266-3	2007	2021-03-30
NA	NA	1	doi:10.1038/447514a	2007	2021-03-30
Japan	1	1	doi:10.1186/1471-2148-7-127	2007	2021-03-30
NA	NA	1	doi:10.1038/bdj.2007.360	2007	2021-03-30
France	1	1	doi:10.1557/PROC-0965-S03-07	2007	2021-03-30
NA	NA	1	doi:10.1038/448977a	2007	2021-03-30
United States	1	1	doi:10.1186/1475-2867-7-13	2007	2021-03-30
NA	NA	1	doi:10.1038/446483a	2007	2021-03-30
Italy	1	1	doi:10.1155/2008/731830	2007	2021-03-30
United Kingdom	1	1	doi:10.1155/2008/731830	2007	2021-03-30
NA	NA	1	doi:10.1007/s11739-007-0014-1	2007	2021-03-30
United States	1	1	doi:10.1557/PROC-0955-I11-02	2007	2021-03-30
United States	1	1	doi:10.1007/s10886-007-9252-y	2007	2021-03-30
Norway	1	1	doi:10.1186/1471-2458-7-269	2007	2021-03-30
France	1	1	doi:10.1155/2008/275658	2007	2021-03-30
United States	1	1	doi:10.1155/2008/275658	2007	2021-03-30
New Zealand	1	1	doi:10.1186/cc6099	2007	2021-03-30
Indonesia	1	1	doi:10.1186/1472-6963-7-135	2007	2021-03-30
Netherlands	1	1	doi:10.1186/1472-6963-7-135	2007	2021-03-30
France	1	1	doi:10.1007/s00340-006-2573-7	2007	2021-03-30
Switzerland	1	1	doi:10.1007/s00340-006-2573-7	2007	2021-03-30
Netherlands	1	1	doi:10.1007/s00415-006-0436-0	2007	2021-03-30
NA	NA	1	doi:10.1038/nj7170-758a	2007	2021-03-30
Norway	1	1	doi:10.1186/1744-9081-3-57	2007	2021-03-30
